165,3.36,1
166,3.74,1
167,4.46,0
168,3.27,1
169,4.02,0
170,3.21,1
171,23.84,0
172,1.54,1
173,1.57,1
174,3.79,1
175,1.83,1
176,3.94,1
177,4.39,0
178,2.02,1
179,4.16,0
180,3.5,1
181,3.99,1
182,5.28,0
183,11.87,0
184,1.36,1
185,2.07,1
186,4.05,0
187,2.71,1
188,4.45,0
189,3.65,1
190,6.28,0
191,3.11,1
192,1.31,1
193,2.96,1
194,24.45,0
195,1.71,1
196,3.58,1
197,2.73,1
198,3.86,1
199,10.31,0
200,2.85,1
201,29.33,0
202,29.27,0
203,3.89,1
204,2.46,1
205,3.93,1
206,4.25,0
207,2.59,1
208,1.89,1
209,2.38,1
210,21.14,0
211,3.21,1
212,3.46,1
213,1.94,1
214,3.18,1
215,22.3,0
216,29.8,0
217,3.07,1
218,1.63,1
219,3.43,1
220,3.67,1
221,23.94,0
222,1.85,1
223,4.66,0
224,4.09,0
225,2.28,1
226,3.37,1
227,3.31,1
228,3.03,1
229,4.05,0
230,20.03,0
231,3.69,1
232,4.36,0
233,4.14,0
234,3.78,1
235,2.62,1
236,3.91,1
237,2.07,1
238,2.72,1
239,2.42,1
240,3.1,1
241,5.78,0
242,0.76,1
243,3.82,1
244,10.61,0
245,1.06,1
246,1.93,1
247,2.6,1
248,4.87,0
249,3.15,1
250,3.66,1
251,1.47,1
252,5.87,0
253,5.21,0
254,4.64,0
255,29.52,0
256,20.33,0
257,3.99,1
258,4.26,0
259,2.25,1
260,15.42,0
261,2.05,1
262,2.86,1
263,3.61,1
264,4.04,0
265,1.56,1
266,2.6,1
267,2.43,1
268,20.98,0
269,2.22,1
270,4.13,0
271,4.52,0
272,3.45,1
273,4.98,0
274,22.23,0
275,1.18,1
276,2.42,1
277,4.52,0
278,2.15,1
279,3.53,1
280,3.93,1
281,1.89,1
282,2.93,1
283,0,1
284,1.77,1
285,2.7,1
286,17.97,0
287,1.5,1
288,4.85,0
289,4.59,0
290,2.85,1
291,2.44,1
292,3.07,1
293,5.82,0
294,3.49,1
295,4.09,0
296,2.76,1
297,3.07,1
298,3.78,1
299,3.15,1
300,0.72,1
301,22.87,0
302,4.54,0
303,5.56,0
304,0.66,1
305,2.82,1
306,3.71,1
307,3.34,1
308,2.25,1
309,2.75,1
310,2.41,1
311,2.29,1
312,4.02,0
313,3.43,1
314,2.17,1
315,4.08,0
316,3.37,1
317,3.98,1
318,3.76,1
319,2.01,1
320,25.01,0
321,2.33,1
322,26.14,0
323,2.97,1
324,3.14,1
325,4.53,0
326,2.29,1
327,3.66,1
328,27.17,0
329,2.76,1
330,4.86,0
331,2.47,1
332,2.51,1
333,3.31,1
334,3.01,1
335,4.12,0
336,2.37,1
337,4.14,0
338,2.71,1
339,4.02,0
340,2.67,1
341,2.26,1
342,5.29,0
343,4.28,0
344,0.85,1
345,2.46,1
346,4.45,0
347,25.05,0
348,1.56,1
349,3.75,1
350,3.75,1
351,11.82,0
352,2.16,1
353,20.99,0
354,2.99,1
355,18.83,0
356,2.63,1
357,12.34,0
358,3.96,1
359,3.5,1
360,2.32,1
361,2.01,1
362,3.29,1
363,3.29,1
364,2.39,1
365,2.43,1
366,3.28,1
367,1.26,1
368,1.31,1
369,2.14,1
370,25.54,0
371,2.74,1
372,0.56,1
373,4.88,0
374,2.64,1
375,2.99,1
376,2.18,1
377,2.94,1
378,4.53,0
379,3.93,1
380,3.59,1
381,3.11,1
382,1.27,1
383,1.99,1
384,2.59,1
385,3.55,1
386,3.08,1
387,4.18,0
388,3.57,1
389,20.46,0
390,3.07,1
391,22.59,0
392,2.48,1
393,5.23,0
394,4.44,0
395,5.18,0
396,2.87,1
397,4.17,0
398,1.26,1
399,3.94,1
400,2.81,1
401,1.37,1
402,4.24,0
403,0.83,1
404,11.55,0
405,3.41,1
406,5.25,0
407,4.14,0
408,2.31,1
409,1.92,1
410,3.59,1
411,1.42,1
412,5.2,0
413,4.42,0
414,2.44,1
415,0.94,1
416,4.62,0
417,2.86,1
418,4.49,0
419,1.09,1
420,2.28,1
421,3.01,1
422,3.06,1
423,2.46,1
424,3.75,1
425,1.72,1
426,2.83,1
427,3.14,1
428,3.62,1
429,3.85,1
430,1.65,1
431,1.16,1
432,4.53,0
433,3.4,1
434,20.41,0
435,2.1,1
436,3.14,1
437,4.86,0
438,3.2,1
439,4.38,0
440,4.23,0
441,3.2,1
442,18.07,0
443,3.77,1
444,24.08,0
445,4.64,0
446,2.48,1
447,2.59,1
448,0.92,1
449,4.73,0
450,4.06,0
451,2.84,1
452,3.24,1
453,0.39,1
454,2.42,1
455,4.6,0
456,4.18,0
457,3.4,1
458,2.98,1
459,3.96,1
460,2.66,1
461,1.0,1
462,2.99,1
463,3.48,1
464,4.35,0
465,1.27,1
466,2.85,1
467,2.91,1
468,1.68,1
469,3.59,1
470,3.9,1
471,2.65,1
472,5.47,0
473,2.62,1
474,2.46,1
475,2.43,1
476,10.82,0
477,2.36,1
478,2.05,1
479,2.87,1
480,1.76,1
481,2.34,1
482,1.56,1
483,5.36,0
484,3.04,1
485,2.16,1
486,27.47,0
487,3.26,1
488,4.02,0
489,2.26,1
490,2.12,1
491,3.7,1
492,2.34,1
493,1.53,1
494,5.85,0
495,2.63,1
496,2.25,1
497,0.37,1
498,4.02,0
499,1.81,1
500,3.03,1
501,4.16,0
502,1.83,1
503,3.1,1
504,4.83,0
505,0.05,1
506,2.03,1
507,1.91,1
508,2.78,1
509,2.94,1
510,1.73,1
511,2.21,1
512,2.07,1
513,2.58,1
514,3.26,1
515,4.09,0
516,4.27,0
517,3.78,1
518,1.95,1
519,3.0,1
520,5.85,0
521,24.91,0
522,4.22,0
523,1.76,1
524,2.77,1
525,1.95,1
526,1.34,1
527,22.92,0
528,0.7,1
529,4.13,0
530,3.03,1
531,3.15,1
532,2.57,1
533,2.71,1
534,2.45,1
535,2.25,1
536,2.54,1
537,2.5,1
538,2.01,1
539,2.35,1
540,0,1
541,3.82,1
542,29.65,0
543,2.71,1
544,1.91,1
545,2.31,1
546,3.91,1
547,13.42,0
548,3.63,1
549,3.25,1
550,5.45,0
551,4.94,0
552,4.12,0
553,2.09,1
554,2.32,1
555,1.8,1
556,3.34,1
557,0,1
558,14.85,0
559,3.31,1
560,1.91,1
561,3.77,1
562,1.01,1
563,2.92,1
564,1.55,1
565,2.22,1
566,3.06,1
567,1.97,1
568,11.27,0
569,2.54,1
570,2.28,1
571,3.91,1
572,4.33,0
573,3.93,1
574,21.91,0
575,0.03,1
576,2.04,1
577,3.69,1
578,2.76,1
579,3.45,1
580,2.28,1
581,3.1,1
582,2.81,1
583,4.4,0
584,3.31,1
585,3.41,1
586,2.51,1
587,2.41,1
588,2.48,1
589,3.47,1
590,2.49,1
591,3.35,1
592,5.49,0
593,4.05,0
594,2.61,1
595,4.44,0
596,2.51,1
597,0.55,1
598,1.79,1
599,0.76,1
600,24.95,0
601,2.58,1
602,1.1,1
603,3.02,1
604,2.71,1
605,3.99,1
606,4.07,0
607,3.11,1
608,1.94,1
609,3.34,1
610,3.2,1
611,3.68,1
612,1.95,1
613,2.52,1
614,3.61,1
615,4.5,0
616,4.16,0
617,3.1,1
618,2.42,1
619,3.48,1
620,1.69,1
621,2.02,1
622,4.81,0
623,3.48,1
624,2.58,1
625,3.99,1
626,4.54,0
627,2.47,1
628,2.49,1
629,2.34,1
630,4.16,0
631,22.82,0
632,4.17,0
633,3.5,1
634,5.25,0
635,2.07,1
636,1.51,1
637,0.87,1
638,4.8,0
639,3.79,1
640,2.93,1
641,13.07,0
642,3.22,1
643,6.17,0
644,2.76,1
645,3.06,1
646,5.14,0
647,3.71,1
648,3.26,1
649,3.53,1
650,3.3,1
651,1.63,1
652,1.39,1
653,24.73,0
654,5.26,0
655,1.81,1
656,2.85,1
657,3.07,1
658,4.31,0
659,0.97,1
660,4.84,0
661,2.81,1
662,2.49,1
663,26.06,0
664,4.02,0
665,0.22,1
666,2.72,1
667,3.75,1
668,4.52,0
669,2.02,1
670,1.2,1
671,2.69,1
672,1.65,1
673,13.53,0
674,2.82,1
675,0,1
676,2.93,1
677,2.72,1
678,21.61,0
679,3.84,1
680,1.78,1
681,3.62,1
682,2.04,1
683,2.8,1
684,3.0,1
685,3.19,1
686,2.19,1
687,3.18,1
688,2.06,1
689,3.81,1
690,2.86,1
691,3.19,1
692,6.08,0
693,1.67,1
694,11.31,0
695,2.69,1
696,4.8,0
697,0,1
698,18.02,0
699,4.31,0
700,1.59,1
701,3.24,1
702,13.64,0
703,1.31,1
704,2.07,1
705,1.67,1
706,5.1,0
707,4.12,0
708,4.53,0
709,3.87,1
710,1.65,1
711,2.37,1
712,3.59,1
713,23.05,0
714,2.58,1
715,2.72,1
716,3.98,1
717,1.87,1
718,3.28,1
719,3.3,1
720,4.98,0
721,1.79,1
722,14.1,0
723,3.71,1
724,2.63,1
725,10.26,0
726,11.71,0
727,3.39,1
728,1.5,1
729,4.11,0
730,2.78,1
731,2.37,1
732,4.26,0
733,15.19,0
734,4.58,0
735,0.9,1
736,3.91,1
737,1.3,1
738,4.5,0
739,0.4,1
740,0.9,1
741,2.35,1
742,4.17,0
743,2.96,1
744,2.6,1
745,4.62,0
746,10.45,0
747,3.37,1
748,0.95,1
749,1.38,1
750,3.89,1
751,3.21,1
752,29.69,0
753,2.78,1
754,1.45,1
755,15.45,0
756,3.12,1
757,3.24,1
758,1.83,1
759,3.49,1
760,0.96,1
761,4.23,0
762,3.57,1
763,3.31,1
764,4.18,0
765,5.0,0
766,13.51,0
767,4.22,0
768,2.81,1
769,3.97,1
770,17.66,0
771,2.25,1
772,3.03,1
773,3.62,1
774,2.13,1
775,3.22,1
776,2.09,1
777,14.91,0
778,17.79,0
779,1.89,1
780,1.38,1
781,1.83,1
782,4.26,0
783,1.86,1
784,6.16,0
785,3.59,1
786,3.22,1
787,24.65,0
788,3.73,1
789,1.18,1
790,2.99,1
791,21.94,0
792,2.21,1
793,4.38,0
794,2.16,1
795,2.96,1
796,5.12,0
797,2.25,1
798,14.93,0
799,5.17,0
800,3.6,1
801,3.64,1
802,1.69,1
803,4.12,0
804,21.8,0
805,2.13,1
806,2.7,1
807,2.91,1
808,3.74,1
809,3.21,1
810,1.4,1
811,3.46,1
812,3.73,1
813,3.67,1
814,4.3,0
815,4.0,1
816,3.55,1
817,2.92,1
818,1.01,1
819,3.52,1
820,3.25,1
821,3.33,1
822,1.47,1
823,1.7,1
824,4.26,0
825,28.49,0
826,4.35,0
827,2.9,1
828,2.44,1
829,4.06,0
830,1.31,1
831,3.6,1
832,1.75,1
833,4.53,0
834,2.69,1
835,3.16,1
836,3.5,1
837,0.68,1
838,2.22,1
839,4.25,0
840,22.52,0
841,3.32,1
842,4.07,0
843,3.1,1
844,4.28,0
845,2.38,1
846,4.69,0
847,5.76,0
848,2.56,1
849,2.47,1
850,4.74,0
851,4.9,0
852,2.37,1
853,2.5,1
854,2.66,1
855,17.09,0
856,15.74,0
857,1.8,1
858,2.08,1
859,2.96,1
860,3.28,1
861,4.86,0
862,1.8,1
863,4.18,0
864,28.89,0
865,2.74,1
866,5.77,0
867,2.2,1
868,4.4,0
869,4.95,0
870,1.12,1
871,3.09,1
872,2.38,1
873,2.28,1
874,3.67,1
875,2.25,1
876,2.4,1
877,2.8,1
878,29.38,0
879,4.7,0
880,2.32,1
881,2.0,1
882,3.57,1
883,2.34,1
884,3.76,1
885,14.48,0
886,5.83,0
887,4.13,0
888,1.99,1
889,3.2,1
890,2.56,1
891,3.7,1
892,3.65,1
893,4.3,0
894,1.98,1
895,3.13,1
896,0.9,1
897,1.49,1
898,4.06,0
899,1.86,1
900,1.99,1
901,14.4,0
902,2.99,1
903,23.67,0
904,0,1
905,1.96,1
906,4.45,0
907,3.41,1
908,4.59,0
909,1.64,1
910,1.03,1
911,3.56,1
912,27.57,0
913,3.71,1
914,4.33,0
915,3.98,1
916,3.61,1
917,4.28,0
918,4.4,0
919,4.66,0
920,3.78,1
921,2.8,1
922,3.18,1
923,4.45,0
924,13.22,0
925,2.02,1
926,3.5,1
927,3.48,1
928,2.73,1
929,3.0,1
930,3.98,1
931,1.21,1
932,3.03,1
933,3.11,1
934,3.9,1
935,1.38,1
936,20.8,0
937,2.63,1
938,25.22,0
939,3.26,1
940,3.65,1
941,3.06,1
942,4.45,0
943,1.27,1
944,3.21,1
945,3.49,1
946,2.78,1
947,24.16,0
948,2.51,1
949,11.35,0
950,0.83,1
951,4.16,0
952,22.42,0
953,10.91,0
954,3.44,1
955,2.37,1
956,2.84,1
957,0.56,1
958,3.88,1
959,4.3,0
960,0.96,1
961,2.51,1
962,1.52,1
963,2.79,1
964,25.9,0
965,1.77,1
966,3.85,1
967,3.29,1
968,2.32,1
969,1.46,1
970,29.02,0
971,4.05,0
972,2.73,1
973,1.62,1
974,28.87,0
975,5.22,0
976,1.72,1
977,1.17,1
978,29.68,0
979,2.17,1
980,4.08,0
981,2.75,1
982,2.15,1
983,2.2,1
984,3.09,1
985,2.72,1
986,4.14,0
987,19.46,0
988,2.59,1
989,3.41,1
990,3.55,1
991,3.68,1
992,3.54,1
993,3.77,1
994,4.59,0
995,12.62,0
996,4.5,0
997,3.59,1
998,1.76,1
999,12.5,0
1000,2.94,1
1001,2.19,1
1002,5.16,0
1003,2.95,1
1004,11.28,0
1005,1.28,1
1006,1.09,1
1007,3.68,1
1008,2.24,1
1009,4.19,0
1010,2.67,1
1011,2.97,1
1012,2.79,1
1013,2.17,1
1014,5.97,0
1015,2.4,1
1016,4.23,0
1017,1.69,1
1018,3.45,1
1019,3.57,1
1020,2.97,1
1021,2.31,1
1022,2.68,1
1023,2.52,1
1024,5.88,0
1025,2.97,1
1026,24.05,0
1027,2.73,1
1028,3.03,1
1029,3.25,1
1030,0.55,1
1031,2.7,1
1032,2.18,1
1033,1.8,1
1034,2.66,1
1035,5.16,0
1036,3.77,1
1037,2.31,1
1038,3.69,1
1039,4.68,0
1040,4.11,0
1041,3.07,1
1042,2.22,1
1043,3.84,1
1044,3.47,1
1045,4.07,0
1046,3.76,1
1047,4.26,0
1048,2.36,1
1049,11.6,0
1050,3.14,1
1051,4.14,0
1052,2.76,1
1053,4.58,0
1054,3.48,1
1055,24.63,0
1056,5.62,0
1057,2.22,1
1058,2.42,1
1059,2.62,1
1060,3.51,1
1061,29.52,0
1062,1.76,1
1063,2.36,1
1064,3.74,1
1065,4.36,0
1066,6.56,0
1067,2.88,1
1068,1.88,1
1069,3.9,1
1070,29.93,0
1071,3.05,1
1072,3.14,1
1073,3.74,1
1074,1.77,1
1075,2.69,1
1076,1.0,1
1077,3.48,1
1078,3.78,1
1079,2.42,1
1080,4.89,0
1081,1.53,1
1082,1.24,1
1083,3.27,1
1084,4.26,0
1085,5.02,0
1086,2.45,1
1087,4.29,0
1088,2.95,1
1089,2.79,1
1090,4.06,0
1091,15.54,0
1092,3.96,1
1093,3.22,1
1094,3.64,1
1095,1.5,1
1096,4.65,0
1097,3.93,1
1098,3.48,1
1099,2.18,1
1100,3.39,1
1101,2.65,1
1102,1.02,1
1103,2.94,1
1104,2.81,1
1105,4.27,0
1106,0.32,1
1107,3.28,1
1108,21.86,0
1109,2.57,1
1110,1.66,1
1111,1.45,1
1112,4.39,0
1113,2.44,1
1114,3.42,1
1115,2.94,1
1116,3.57,1
1117,3.09,1
1118,1.46,1
1119,4.2,0
1120,2.41,1
1121,1.13,1
1122,22.34,0
1123,2.49,1
1124,1.99,1
1125,3.62,1
1126,4.02,0
1127,19.49,0
1128,4.47,0
1129,3.46,1
1130,3.52,1
1131,4.24,0
1132,3.29,1
1133,2.69,1
1134,2.76,1
1135,2.91,1
1136,2.96,1
1137,3.87,1
1138,3.06,1
1139,3.88,1
1140,2.9,1
1141,3.09,1
1142,0.6,1
1143,4.1,0
1144,3.42,1
1145,4.2,0
1146,0,1
1147,5.51,0
1148,2.83,1
1149,4.33,0
1150,1.75,1
1151,3.74,1
1152,1.74,1
1153,2.25,1
1154,5.3,0
1155,2.77,1
1156,3.26,1
1157,4.04,0
1158,3.59,1
1159,3.18,1
1160,3.44,1
1161,5.88,0
1162,2.93,1
1163,3.24,1
1164,4.26,0
1165,4.33,0
1166,4.42,0
1167,3.77,1
1168,1.63,1
1169,4.96,0
1170,1.62,1
1171,3.36,1
1172,2.09,1
1173,2.92,1
1174,3.39,1
1175,3.39,1
1176,3.51,1
1177,4.94,0
1178,3.54,1
1179,2.71,1
1180,4.16,0
1181,4.43,0
1182,1.53,1
1183,3.72,1
1184,3.84,1
1185,2.64,1
1186,4.65,0
1187,26.36,0
1188,3.14,1
1189,1.77,1
1190,1.47,1
1191,1.03,1
1192,1.94,1
1193,4.86,0
1194,1.14,1
1195,2.64,1
1196,1.45,1
1197,2.28,1
1198,3.2,1
1199,23.36,0
1200,2.16,1
1201,2.17,1
1202,5.7,0
1203,4.18,0
1204,2.61,1
1205,0,1
1206,5.75,0
1207,1.33,1
1208,1.03,1
1209,4.23,0
1210,5.93,0
1211,4.66,0
1212,3.68,1
1213,26.26,0
1214,2.7,1
1215,3.47,1
1216,2.77,1
1217,3.66,1
1218,2.96,1
1219,1.86,1
1220,1.96,1
1221,1.82,1
1222,4.17,0
1223,2.26,1
1224,0.71,1
1225,3.48,1
1226,4.82,0
1227,3.93,1
1228,2.28,1
1229,1.1,1
1230,12.44,0
1231,3.66,1
1232,1.84,1
1233,3.13,1
1234,1.4,1
1235,2.28,1
1236,3.38,1
1237,1.09,1
1238,3.53,1
1239,2.98,1
1240,3.66,1
1241,3.27,1
1242,4.64,0
1243,3.15,1
1244,2.48,1
1245,3.15,1
1246,3.65,1
1247,3.06,1
1248,3.05,1
1249,2.16,1
1250,2.2,1
1251,1.32,1
1252,5.1,0
1253,1.51,1
1254,2.17,1
1255,2.14,1
1256,4.07,0
1257,2.65,1
1258,4.5,0
1259,2.19,1
1260,3.33,1
1261,2.0,1
1262,5.57,0
1263,1.57,1
1264,3.37,1
1265,3.76,1
1266,3.5,1
1267,2.78,1
1268,2.84,1
1269,3.05,1
1270,2.82,1
1271,4.16,0
1272,5.65,0
1273,2.33,1
1274,1.36,1
1275,2.89,1
1276,6.1,0
1277,2.04,1
1278,4.97,0
1279,5.01,0
1280,2.34,1
1281,3.68,1
1282,4.95,0
1283,2.55,1
1284,2.76,1
1285,2.3,1
1286,1.78,1
1287,14.53,0
1288,2.3,1
1289,2.76,1
1290,2.09,1
1291,3.04,1
1292,2.25,1
1293,20.8,0
1294,3.84,1
1295,3.4,1
1296,4.0,1
1297,20.66,0
1298,1.59,1
1299,1.52,1
1300,3.83,1
1301,5.34,0
1302,2.69,1
1303,5.07,0
1304,3.12,1
1305,2.18,1
1306,1.81,1
1307,3.76,1
1308,1.9,1
1309,3.1,1
1310,4.9,0
1311,2.63,1
1312,4.58,0
1313,25.91,0
1314,1.54,1
1315,1.69,1
1316,2.62,1
1317,4.46,0
1318,3.17,1
1319,5.78,0
1320,3.47,1
1321,3.23,1
1322,2.63,1
1323,3.16,1
1324,2.82,1
1325,3.85,1
1326,4.15,0
1327,2.06,1
1328,1.4,1
1329,0.8,1
1330,3.61,1
1331,1.68,1
1332,0.42,1
1333,3.47,1
1334,5.99,0
1335,2.99,1
1336,4.01,0
1337,3.1,1
1338,2.88,1
1339,4.1,0
1340,2.65,1
1341,3.32,1
1342,3.39,1
1343,2.2,1
1344,4.19,0
1345,2.79,1
1346,2.09,1
1347,13.47,0
1348,23.9,0
1349,3.03,1
1350,2.99,1
1351,4.3,0
1352,3.57,1
1353,12.65,0
1354,5.96,0
1355,2.64,1
1356,2.22,1
1357,3.64,1
1358,0,1
1359,3.08,1
1360,2.55,1
1361,1.81,1
1362,3.61,1
1363,3.06,1
1364,0.84,1
1365,2.22,1
1366,0,1
1367,12.11,0
1368,3.35,1
1369,1.55,1
1370,22.39,0
1371,3.72,1
1372,1.84,1
1373,3.5,1
1374,2.17,1
1375,2.92,1
1376,2.32,1
1377,2.51,1
1378,12.43,0
1379,2.26,1
1380,2.64,1
1381,23.84,0
1382,3.02,1
1383,2.13,1
1384,1.16,1
1385,4.09,0
1386,3.6,1
1387,5.75,0
1388,1.75,1
1389,2.75,1
1390,2.85,1
1391,4.19,0
1392,2.39,1
1393,1.59,1
1394,4.45,0
1395,2.62,1
1396,4.05,0
1397,3.91,1
1398,2.96,1
1399,2.79,1
1400,2.53,1
1401,2.98,1
1402,4.04,0
1403,2.04,1
1404,3.13,1
1405,1.66,1
1406,1.81,1
1407,20.96,0
1408,2.96,1
1409,4.44,0
1410,2.81,1
1411,2.97,1
1412,1.88,1
1413,2.47,1
1414,1.94,1
1415,2.79,1
1416,5.05,0
1417,1.35,1
1418,1.06,1
1419,19.19,0
1420,3.34,1
1421,3.25,1
1422,4.37,0
1423,18.75,0
1424,1.66,1
1425,3.81,1
1426,2.41,1
1427,5.59,0
1428,23.19,0
1429,2.27,1
1430,3.33,1
1431,3.96,1
1432,2.23,1
1433,3.2,1
1434,1.57,1
1435,3.08,1
1436,3.11,1
1437,5.07,0
1438,2.73,1
1439,3.11,1
1440,3.28,1
1441,2.45,1
1442,2.04,1
1443,4.56,0
1444,1.82,1
1445,1.41,1
1446,3.82,1
1447,4.39,0
1448,2.46,1
1449,2.48,1
1450,3.34,1
1451,2.15,1
1452,2.06,1
1453,4.06,0
1454,10.42,0
1455,4.2,0
1456,22.49,0
1457,2.09,1
1458,1.5,1
1459,2.4,1
1460,3.34,1
1461,1.89,1
1462,3.77,1
1463,4.47,0
1464,2.3,1
1465,3.05,1
1466,4.75,0
1467,5.16,0
1468,3.89,1
1469,3.71,1
1470,1.98,1
1471,16.77,0
1472,3.43,1
1473,1.75,1
1474,18.79,0
1475,0.64,1
1476,3.7,1
1477,3.18,1
1478,2.42,1
1479,2.6,1
1480,3.25,1
1481,2.8,1
1482,1.39,1
1483,4.1,0
1484,3.36,1
1485,3.32,1
1486,4.01,0
1487,2.02,1
1488,4.46,0
1489,2.83,1
1490,4.07,0
1491,3.88,1
1492,1.75,1
1493,20.9,0
1494,3.6,1
1495,29.69,0
1496,28.75,0
1497,3.48,1
1498,2.22,1
1499,2.37,1
1500,3.7,1
1501,4.49,0
1502,24.66,0
1503,3.03,1
1504,5.76,0
1505,4.29,0
1506,0.72,1
1507,3.09,1
1508,5.17,0
1509,3.75,1
1510,3.39,1
1511,4.08,0
1512,2.25,1
1513,3.57,1
1514,19.23,0
1515,2.75,1
1516,1.98,1
1517,2.3,1
1518,3.71,1
1519,5.0,0
1520,3.47,1
1521,1.56,1
1522,3.53,1
1523,4.44,0
1524,2.27,1
1525,2.84,1
1526,3.02,1
1527,2.06,1
1528,3.78,1
1529,2.85,1
1530,16.54,0
1531,3.5,1
1532,12.98,0
1533,3.87,1
1534,2.55,1
1535,5.07,0
1536,2.52,1
1537,3.27,1
1538,4.12,0
1539,1.3,1
1540,0.89,1
1541,1.17,1
1542,4.52,0
1543,2.34,1
1544,6.07,0
1545,2.32,1
1546,3.22,1
1547,4.85,0
1548,5.41,0
1549,21.21,0
1550,4.96,0
1551,4.15,0
1552,2.25,1
1553,3.99,1
1554,2.99,1
1555,4.57,0
1556,4.34,0
1557,2.22,1
1558,4.14,0
1559,3.82,1
1560,0,1
1561,3.96,1
1562,2.48,1
1563,1.94,1
1564,1.99,1
1565,14.41,0
1566,2.84,1
1567,4.82,0
1568,3.76,1
1569,1.77,1
1570,5.22,0
1571,22.72,0
1572,2.58,1
1573,3.31,1
1574,4.38,0
1575,2.63,1
1576,4.44,0
1577,0.68,1
1578,1.5,1
1579,3.42,1
1580,17.24,0
1581,3.17,1
1582,15.97,0
1583,0.88,1
1584,4.24,0
1585,2.77,1
1586,2.56,1
1587,3.48,1
1588,2.77,1
1589,4.67,0
1590,19.66,0
1591,2.97,1
1592,5.13,0
1593,4.99,0
1594,2.45,1
1595,2.28,1
1596,3.56,1
1597,1.8,1
1598,3.36,1
1599,3.92,1
1600,4.47,0
1601,29.13,0
1602,1.83,1
1603,1.93,1
1604,3.43,1
1605,2.73,1
1606,1.99,1
1607,1.89,1
1608,2.64,1
1609,4.88,0
1610,2.37,1
1611,2.98,1
1612,3.12,1
1613,1.64,1
1614,0.88,1
1615,1.77,1
1616,3.3,1
1617,3.1,1
1618,3.84,1
1619,3.12,1
1620,11.05,0
1621,1.12,1
1622,2.37,1
1623,3.95,1
1624,1.49,1
1625,3.35,1
1626,1.37,1
1627,3.56,1
1628,2.96,1
1629,1.06,1
1630,4.4,0
1631,2.12,1
1632,2.03,1
1633,3.24,1
1634,4.38,0
1635,20.47,0
1636,2.65,1
1637,3.18,1
1638,3.46,1
1639,5.17,0
1640,2.9,1
1641,2.01,1
1642,1.48,1
1643,2.93,1
1644,2.46,1
1645,5.41,0
1646,5.12,0
1647,1.76,1
1648,2.15,1
1649,3.09,1
1650,4.68,0
1651,3.07,1
1652,2.22,1
1653,2.93,1
1654,2.25,1
1655,3.72,1
1656,2.15,1
1657,2.39,1
1658,4.39,0
1659,20.39,0
1660,2.08,1
1661,14.1,0
1662,2.57,1
1663,3.61,1
1664,3.38,1
1665,2.96,1
1666,2.93,1
1667,2.12,1
1668,3.1,1
1669,4.06,0
